,Title,LCCN,Start_Date,End_Date,Town,State,LatLong,X1880_Population
1522,"The Santa Fe weekly gazette. [volume] (Santa Fe, N.M.T.",sn84022165,1852-11-06,1854-07-15,Santa Fe,New Mexico,"35.6869752, -105.937799",NA
1523,Santa Fe weekly gazette.,sn84022168,1864-09-24,1869-09-25,Santa Fe,New Mexico,"35.6869752, -105.937799",NA
1524,Sierra County advocate.,sn94057006,1885-01-10,12/28/1917,Kingston,New Mexico,"32.917018, -107.7061436",NA
1525,The Socorro chieftain.,sn92070455,1884-05-29,1888-09-11,Socorro,New Mexico,"34.0583995, -106.8914159",NA
1526,The Socorro chieftain.,sn86090503,1/4/1902,12/26/1908,Socorro,New Mexico,"34.0583995, -106.8914159",NA
1527,Southwest-sentinel.,sn86090456,1892-07-05,1896-05-19,Silver City,New Mexico,"32.770075, -108.280326",NA
1528,The Spanish American.,sn92061524,2/6/1905,12/30/1922,Roy,New Mexico,"35.9439243, -104.1960888",NA
1529,Taiban Valley news.,sn94057002,6/15/1917,12/30/1921,Taiban,New Mexico,"34.4401339, -104.0093223",NA
1530,The Tucumcari news and Tucumcari times.,sn93061711,1/4/1907,12/27/1919,Tucumcari,New Mexico,"35.171723, -103.7249662",NA
1531,The Tucumcari news.,sn93061709,10/28/1905,1/12/1907,Tucumcari,New Mexico,"35.171723, -103.7249662",NA
1532,La voz del pueblo.,sn83045436,1891-01-03,12/27/1919,Santa Fe,New Mexico,"35.6869752, -105.937799",NA
1533,Western liberal.,sn92070405,1889-01-04,6/28/1918,Lordsburg,New Mexico,"32.3503605, -108.7086649",NA
1534,White Oaks eagle.,sn87090065,1895-07-18,8/6/1903,White Oaks,New Mexico,"33.7475738, -105.7363739",NA
1535,White Oaks golden era.,sn93061641,1883-12-13,1884-07-03,White Oaks,New Mexico,"33.7475738, -105.7363739",NA
1536,The evening world.,sn83030193,1887-10-10,12/30/1922,New York,New York,"37.09024, -95.712891",1206299
1537,The herald.,sn83030311,1836-01-01,1837-05-20,New York,New York,"37.09024, -95.712891",1206299
1538,Morning herald.,sn83030312,1837-05-22,1842-02-08,New York,New York,"37.09024, -95.712891",1206299
1539,The New York herald.,sn83045774,10/1/1920,12/31/1922,New York,New York,"37.09024, -95.712891",1206299
1540,The New York herald.,sn83030313,1842-01-01,1/31/1920,New York,New York,"37.09024, -95.712891",1206299
1541,New-York daily tribune.,sn83030213,1842-04-22,1866-04-09,New-York,New York,"37.09024, -95.712891",NA
1542,New-York tribune.,sn83030212,1841-04-10,1842-04-21,New-York,New York,"37.09024, -95.712891",NA
1543,New-York tribune.,sn83030214,1866-04-10,12/31/1922,New York,New York,"37.09024, -95.712891",1206299
1544,The Sun and New York press.,sn83030430,7/3/1916,7/30/1916,New York,New York,"37.09024, -95.712891",1206299
1545,The Sun and the New York herald.,sn83030273,2/1/1920,9/30/1920,New York,New York,"37.09024, -95.712891",1206299
1546,The sun.,sn83030272,1859-10-01,7/2/1916,New York,New York,"37.09024, -95.712891",1206299
1547,The sun.,sn83030431,7/31/1916,1/31/1920,New York,New York,"37.09024, -95.712891",1206299
1548,Sunday dispatch.,sn83030362,1852-03-14,1852-04-18,New York,New York,"37.09024, -95.712891",1206299
1549,The weekly sun.,sn99066040,1861-07-13,1865-12-30,New York,New York,"37.09024, -95.712891",1206299
1550,The Asheville citizen.,sn84020682,1885-04-21,1889-01-19,Asheville,North Carolina,"35.5950581, -82.5514869",NA
1551,Asheville daily citizen.,sn91068076,1890-04-01,1894-12-31,Asheville,North Carolina,"35.5950581, -82.5514869",NA
1552,The Banner-enterprise.,sn87070090,1883-04-19,1884-08-09,Wilmington,North Carolina,"34.2103894, -77.8868117",NA
1553,The Burke County news.,sn91068499,1899-01-13,12/28/1900,Morganton,North Carolina,"35.7454071, -81.6848188",NA
1554,Carolina watchman.,sn84026488,1/4/1904,1/29/1937,Salisbury,North Carolina,"35.6709727, -80.4742261",NA
1555,The Caucasian.,sn91068245,1889-02-28,5/15/1913,Clinton,North Carolina,"34.9979453, -78.3233325",NA
1556,The Charlotte Democrat.,sn91068247,1887-07-15,1897-10-07,Charlotte,North Carolina,"35.2270869, -80.8431267",NA
1557,The Charlotte Democrat.,sn84020713,1870-12-22,1881-09-30,Charlotte,North Carolina,"35.2270869, -80.8431267",NA
1558,Charlotte home and Democrat.,sn84020714,1881-10-07,1887-07-08,Charlotte,North Carolina,"35.2270869, -80.8431267",NA
1559,The Charlotte journal.,sn84020716,1836-01-01,1851-12-17,Charlotte,North Carolina,"35.2270869, -80.8431267",NA
1560,Cherokee scout.,sn83004710,1890-10-21,8/17/1917,Murphy,North Carolina,"35.0875836, -84.0346315",NA
1561,The commonwealth.,sn92073908,1896-06-18,12/28/1922,Scotland Neck,North Carolina,"36.1296002, -77.4202475",NA
1562,The commonwealth.,sn92073906,1882-08-03,1883-10-04,Scotland Neck,North Carolina,"36.1296002, -77.4202475",NA
1563,The daily Caucasian.,sn91068236,1895-01-15,1895-03-14,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1564,The daily citizen.,sn91068075,1889-08-01,1890-03-31,Asheville,North Carolina,"35.5950581, -82.5514869",NA
1565,The daily confederate.,sn83025813,1864-01-26,1865-04-11,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1566,The daily independent.,sn91068099,8/31/1936,8/13/1937,Elizabeth City,North Carolina,"36.2946008, -76.2510461",NA
1567,The daily state chronicle.,sn92072977,1890-03-06,1891-05-31,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1568,The daily times.,sn92073954,6/7/1918,3/8/1922,Wilson,North Carolina,"35.7212689, -77.9155395",NA
1569,The Democrat.,sn92073907,1885-02-19,1896-06-11,Scotland Neck,North Carolina,"36.1296002, -77.4202475",NA
1570,The Durham daily globe.,sn91068305,1889-10-06,1894-11-12,Durham,North Carolina,"35.9940329, -78.898619",NA
1571,Durham daily recorder.,sn91068345,1886-05-07,1887-11-26,Durham,North Carolina,"35.9940329, -78.898619",NA
1572,The Durham recorder.,sn84020731,1879-07-02,12/29/1911,Durham,North Carolina,"35.9940329, -78.898619",NA
1573,Durham recorder.,2016236632,1887-12-03,1888-02-29,Durham,North Carolina,"35.9940329, -78.898619",NA
1574,The enquirer southerner.,sn92073987,1874-01-02,1875-01-22,Tarboro&#39;,North Carolina,"35.8968236, -77.5358049",NA
1575,The farmer and mechanic.,sn85042098,1877-11-08,1885-06-24,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1576,The farmer and mechanic.,sn99061556,1897-10-05,11/2/1915,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1577,Fisherman & farmer.,sn91068084,1887-12-16,12/26/1901,Edenton,North Carolina,"36.057938, -76.6077213",NA
1578,The fool-killer.,sn91068504,8/1/1919,11/1/1922,Boomer,North Carolina,"36.0673532, -81.2536987",NA
1579,The fool-killer.,sn91068502,1/1/1910,7/1/1917,Moravian Falls,North Carolina,"36.0967982, -81.1823072",NA
1580,The free press.,sn92061679,1898-11-18,7/14/1905,Southern Pines,North Carolina,"35.1740471, -79.3922539",NA
1581,French Broad hustler and Western Carolina Democrat.,sn91068160,1/6/1916,8/3/1916,Hendersonville,North Carolina,"35.3187279, -82.4609528",NA
1582,The French Broad hustler.,sn91068158,1/5/1905,12/28/1911,Hendersonville,North Carolina,"35.3187279, -82.4609528",NA
1583,French Broad hustler.,sn91068161,8/17/1916,7/31/1919,Hendersonville,North Carolina,"35.3187279, -82.4609528",NA
1584,The gazette.,sn83027097,1891-10-24,1898-02-19,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1585,The gold leaf.,sn91068402,1882-06-08,4/13/1911,Henderson,North Carolina,"36.3295905, -78.3991638",NA
1586,Goldsboro semi-weekly argus.,sn91068341,3/17/1909,12/22/1909,Goldsboro,North Carolina,"35.3848841, -77.9927651",NA
1587,The Goldsboro star.,sn91068338,1881-05-28,1882-07-22,Goldsboro,North Carolina,"35.3848841, -77.9927651",NA
1588,Goldsboro weekly argus.,sn84020751,1892-04-14,3/11/1909,Goldsboro,North Carolina,"35.3848841, -77.9927651",NA
1589,Goldsboro weekly argus.,sn95072297,1/1/1914,12/23/1915,Goldsboro,North Carolina,"35.3848841, -77.9927651",NA
1590,Good news.,sn91068503,8/1/1917,7/1/1919,Boomer,North Carolina,"36.0673532, -81.2536987",NA
1591,Henderson daily dispatch.,sn91068401,1/1/1940,12/31/1946,Henderson,North Carolina,"36.3295905, -78.3991638",NA
1592,Henderson gold leaf.,sn91068403,4/20/1911,12/28/1911,Henderson,North Carolina,"36.3295905, -78.3991638",NA
1593,"The herald of the Twin Cities, Roanoke Rapids, Rosemary.",2017236973,6/13/1929,6/18/1931,Roanoke Rapids,North Carolina,"36.4615395, -77.6541464",NA
1594,Hickory daily record.,sn91068423,9/11/1915,12/30/1922,Hickory,North Carolina,"35.7344538, -81.3444573",NA
1595,Hillsboro recorder.,sn91068347,1887-08-11,1888-08-02,Hillsboro,North Carolina,"36.0754183, -79.0997347",NA
1596,The Hillsborough recorder.,sn84026472,1820-03-01,1879-03-05,Hillsborough,North Carolina,"36.0754183, -79.0997347",NA
1597,The independent.,sn83025812,1/10/1919,9/4/1936,Elizabeth City,North Carolina,"36.2946008, -76.2510461",NA
1598,Jackson County journal.,sn91068765,1/3/1913,12/19/1919,Sylva,North Carolina,"35.3737111, -83.2259803",NA
1599,Journal of freedom.,sn88074095,1865-09-30,1865-10-28,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1600,The journal of industry.,sn92072981,1879-04-01,1880-10-09,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1601,The Monroe journal.,sn91068476,3/17/1903,12/29/1922,Monroe,North Carolina,"34.9854275, -80.5495112",NA
1602,Newbern progress.,sn84026546,1863-01-21,1863-02-04,Newbern,North Carolina,"35.108493, -77.0441143",NA
1603,Newbern weekly progress.,sn84026547,1858-10-28,1863-01-17,Newbern,North Carolina,"35.108493, -77.0441143",NA
1604,North Carolina gazette.,sn92073076,1885-09-26,1885-09-26,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1605,North Carolina Republican.,sn85038643,1880-03-19,1880-11-12,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1606,North Carolina standard.,sn84024517,1850-11-02,1852-01-03,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1607,The North-Carolina standard.,sn85042147,1836-01-07,1850-10-23,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1608,The North-Carolinian.,sn84020750,1839-03-09,1861-04-27,Fayetteville,North Carolina,"35.0526641, -78.8783585",NA
1609,Orange County observer.,sn85042052,1880-10-23,5/11/1916,Hillsborough,North Carolina,"36.0754183, -79.0997347",NA
1610,"Our living and our dead ; or, Testimony from the battlefields.",sn84026637,1873-07-02,1873-08-27,Newbern,North Carolina,"35.108493, -77.0441143",NA
1611,Our living and our dead.,sn84026636,1873-09-03,1874-08-05,Newbern,North Carolina,"35.108493, -77.0441143",NA
1612,The progressive farmer and the cotton plant.,sn92073050,9/27/1904,9/26/1905,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1613,The progressive farmer.,sn92073049,1886-02-10,9/20/1904,Winston,North Carolina,"36.0998596, -80.244216",NA
1614,The review.,sn91068415,10/22/1910,12/22/1921,High Point,North Carolina,"35.9556923, -80.0053176",NA
1615,Roanoke Rapids daily herald.,sn91068749,9/13/1948,12/31/1948,Roanoke Rapids,North Carolina,"36.4615395, -77.6541464",NA
1616,Roanoke Rapids herald.,sn91068748,5/1/1914,2/15/1924,Roanoke Rapids,North Carolina,"36.4615395, -77.6541464",NA
1617,Roanoke Rapids herald.,2017236974,6/23/1931,9/9/1948,Roanoke Rapids,North Carolina,"36.4615395, -77.6541464",NA
1618,The Robesonian.,sn84026483,1872-06-20,12/30/1918,Lumberton,North Carolina,"34.6182199, -79.0086424",NA
1619,Rockingham post-dispatch.,sn91068736,12/6/1917,12/29/1922,Rockingham,North Carolina,"34.9393201, -79.7739457",NA
1620,The semi-weekly fisherman & farmer.,sn91068083,1887-08-23,1887-12-09,Edenton,North Carolina,"36.057938, -76.6077213",NA
1621,The semi-weekly messenger.,sn91068367,1897-03-04,4/7/1908,Wilmington,North Carolina,"34.2103894, -77.8868117",NA
1622,Semi-weekly North-Carolina standard.,sn84024518,1852-01-07,1853-07-27,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1623,Semi-weekly standard.,sn83045450,1853-07-30,1865-03-24,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1624,The southerner.,sn90052434,1852-01-03,1867-08-29,N.C.),North Carolina,"35.7595731, -79.0192997",NA
1625,Spirit of the age.,sn84026561,1850-08-23,1865-02-04,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1626,The state chronicle.,sn91090200,1883-09-15,1892-11-01,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1627,The state chronicle.,sn92072978,1891-06-02,1893-06-30,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1628,Die Suedliche post.,sn91068333,1869-10-01,1869-11-27,Goldsboro,North Carolina,"35.3848841, -77.9927651",NA
1629,The sun.,sn91068129,1883-09-26,1885-04-29,Fayetteville,North Carolina,"35.0526641, -78.8783585",NA
1630,Tabor City tribune.,sn91068761,1/30/1948,12/25/1963,Tabor City,North Carolina,"34.1487804, -78.8766916",NA
1631,Tarboro' press.,sn85042204,1848-01-08,1851-12-20,Edgecombe Co.,North Carolina,"35.8840053, -77.6536125",NA
1632,The Tarboro' southerner.,sn84026522,1867-09-05,1873-11-06,Tarboro&#39;,North Carolina,"35.8968236, -77.5358049",NA
1633,The Tarborough southerner.,sn85042205,1875-01-29,1876-12-22,Tarboro&#39;,North Carolina,"35.8968236, -77.5358049",NA
1634,The times-news.,sn86063811,1/2/1933,12/31/1938,Hendersonville,North Carolina,"35.3187279, -82.4609528",NA
1635,The tri-weekly standard.,sn85042146,1866-03-20,1868-07-11,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1636,Watauga Democrat.,sn82007642,1888-08-22,12/28/1922,Boone,North Carolina,"36.216795, -81.6745517",NA
1637,The weekly Caucasian.,sn91068244,1884-03-13,1888-03-01,Clinton,North Carolina,"34.9979453, -78.3233325",NA
1638,Weekly confederate.,sn86077149,1864-02-10,1865-03-15,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1639,The weekly intelligencer.,sn91068137,1864-02-10,1865-02-08,Fayetteville,North Carolina,"35.0526641, -78.8783585",NA
1640,Weekly North Carolina standard.,sn84045030,1850-10-30,1858-11-10,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1641,The weekly North-Carolina standard.,sn85042148,1866-01-03,1869-08-18,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1642,The weekly sentinel.,sn92073231,1886-05-06,1887-07-07,Winston-Salem,North Carolina,"36.0998596, -80.244216",NA
1643,The weekly standard.,sn87070095,1869-08-25,1870-12-28,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1644,Weekly standard.,sn83045706,1858-11-17,1865-04-05,Raleigh,North Carolina,"35.7795897, -78.6381787",NA
1645,Western Carolina Democrat and French Broad hustler.,sn91068159,1/2/1913,12/23/1915,Hendersonville,North Carolina,"35.3187279, -82.4609528",NA
1646,The western Democrat.,sn84020712,1853-01-28,1868-12-29,Charlotte,North Carolina,"35.2270869, -80.8431267",NA
1647,Western sentinel.,sn84026526,1857-01-23,1886-04-29,Winston,North Carolina,"36.0998596, -80.244216",NA
1648,The western sentinel.,sn92073232,1887-07-14,5/25/1920,Winston-Salem,North Carolina,"36.0998596, -80.244216",NA
1649,Wilmington journal.,sn84026536,1844-09-21,1876-10-27,Wilmington,North Carolina,"34.2103894, -77.8868117",NA
1650,The Wilmington morning star.,sn78002169,1/1/1940,12/31/1947,Wilmington,North Carolina,"34.2103894, -77.8868117",NA
1651,The Wilson times.,sn92073953,1896-02-21,3/24/1922,Wilson,North Carolina,"35.7212689, -77.9155395",NA
1652,The Bad Lands cow boy.,sn84024777,1884-02-07,1886-12-23,Little Missouri,North Dakota,"46.9706621, -103.2698681",NA
1653,Bismarck daily tribune.,sn85042242,1884-03-24,11/20/1916,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1654,Bismarck tri-weekly tribune.,sn84022128,1877-06-04,1878-04-09,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1655,"The Bismarck tribune. [volume] (Bismarck, D.T.",sn84022127,1873-07-11,1875-11-03,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1656,The Bismarck tribune.,sn85042243,11/21/1916,12/30/1922,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1657,Bismarck tribune.,sn85042331,1878-10-09,1884-05-30,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1658,Bismarck weekly tribune.,sn85042588,1884-06-06,9/15/1911,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1659,Bismarck weekly tribune.,sn84022129,1875-11-13,1878-10-02,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1660,The Bottineau courant.,sn88076086,1895-05-04,12/28/1922,Bottineau,North Dakota,"48.8272301, -100.4456984",NA
1661,The Bottineau pioneer.,sn88076679,1886-09-23,1895-04-27,Bottineau,North Dakota,"48.8272301, -100.4456984",NA
1662,The Bowbells tribune.,sn88076095,1899-12-01,12/29/1922,Bowbells,North Dakota,"48.8030833, -102.2460008",NA
1663,Cavalier County farmers press.,sn88076433,4/22/1920,8/18/1921,Langdon,North Dakota,"48.7600007, -98.3681728",NA
1664,The Cooperstown courier.,sn88076341,5/22/1902,1/4/1906,Cooperstown,North Dakota,"47.4444384, -98.1239843",NA
1665,Cooperstown courier.,sn88076993,1883-01-26,1884-12-26,Cooperstown,North Dakota,"47.4444384, -98.1239843",NA
1666,Courier Democrat.,sn88076432,1891-02-19,4/15/1920,Langdon,North Dakota,"48.7600007, -98.3681728",NA
1667,Devils Lake inter-ocean and Devils Lake free press.,sn88076515,12/1/1905,8/6/1909,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1668,Devils Lake inter-ocean.,sn88076516,8/13/1909,12/25/1914,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1669,Devils Lake inter-ocean.,sn88076514,1884-10-11,11/24/1905,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1670,Devils Lake weekly world.,sn88076523,6/30/1911,4/3/1914,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1671,The Devils Lake world and inter-ocean.,sn88076525,1/28/1915,6/16/1920,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1672,The Devils Lake world.,sn88076526,7/7/1920,12/27/1922,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1673,Devils Lake world.,sn88076524,4/10/1914,1/21/1915,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1674,The Devils Lake world.,sn88076522,1/6/1911,6/23/1911,Devils Lake,North Dakota,"48.112779, -98.8651202",NA
1675,The Dickinson press.,sn88076013,1883-04-21,12/29/1917,Dickinson,North Dakota,"46.8791756, -102.7896242",NA
1676,Emmons County record.,sn87096040,1884-06-10,12/28/1922,Williamsport,North Dakota,"48.1244081, -103.7274894",NA
1677,The evening times.,sn85042373,1/1/1906,3/28/1914,Grand Forks,North Dakota,"47.9252568, -97.0328547",NA
1678,Golden Valley chronicle.,sn89074109,1/10/1907,12/15/1916,Beach,North Dakota,"46.9180689, -104.0043728",NA
1679,Grand Forks daily herald and the evening times.,sn89074404,3/30/1914,9/1/1914,Grand Forks,North Dakota,"47.9252568, -97.0328547",NA
1680,Grand Forks daily herald.,sn89074405,9/2/1914,6/30/1916,Grand Forks,North Dakota,"47.9252568, -97.0328547",NA
1681,Grand Forks herald.,sn85042414,7/1/1916,12/30/1922,Grand Forks,North Dakota,"47.9252568, -97.0328547",NA
1682,Griggs County courier.,sn88076992,1885-01-02,1885-06-19,Cooperstown,North Dakota,"47.4444384, -98.1239843",NA
1683,Griggs courier.,sn88076998,1885-06-26,5/15/1902,Cooperstown,North Dakota,"47.4444384, -98.1239843",NA
1684,The Hope pioneer.,sn87096037,1883-04-27,12/28/1922,Hope,North Dakota,"47.3222102, -97.7223196",NA
1685,Jamestown alert.,sn85042404,1878-07-04,1882-02-17,Jamestown,North Dakota,"46.9105438, -98.7084357",NA
1686,"Jamestown weekly alert. [volume] (Jamestown, Stutsman County, D.T.",sn85042405,1882-02-24,12/28/1922,Jamestown,North Dakota,"46.9105438, -98.7084357",NA
1687,The nonpartisan leader.,sn89074443,9/23/1915,10/31/1921,Fargo,North Dakota,"46.8771863, -96.7898034",NA
1688,Oakes Republican.,sn88076145,1898-08-12,1/18/1906,Oakes,North Dakota,"46.1385786, -98.0903794",NA
1689,The Oakes times.,sn87096017,1/25/1906,12/28/1922,Oakes,North Dakota,"46.1385786, -98.0903794",NA
1690,Oakes weekly Republican.,sn88076144,1888-06-29,1898-06-17,Oakes,North Dakota,"46.1385786, -98.0903794",NA
1691,The pioneer express.,sn88076741,1883-04-20,12/29/1922,Pembina,North Dakota,"48.9663765, -97.2436761",NA
1692,Sioux County pioneer.,sn88076639,9/24/1914,12/28/1922,Fort Yates,North Dakota,"46.0869408, -100.6301271",NA
1693,Der Staats=Anzeiger.,sn89074935,4/11/1907,10/19/1920,Bismarck,North Dakota,"46.8083268, -100.7837392",NA
1694,The State-line herald.,sn88076576,4/3/1908,1/5/1912,North Lemmon,North Dakota,"45.946112, -102.1576533",NA
1695,The Wahpeton times.,sn84024779,1884-04-11,1/9/1919,Wahpeton,North Dakota,"46.2652367, -96.6059072",NA
1696,The Ward County independent.,sn88076421,1/7/1903,12/28/1922,Minot,North Dakota,"48.2329668, -101.2922906",NA
1697,The Washburn leader.,sn85000631,1890-06-28,12/29/1922,Washburn,North Dakota,"47.28916, -101.0290346",NA
1698,The weekly times-record.,sn89074274,7/25/1912,11/9/1922,Valley City,North Dakota,"46.9233129, -98.0031547",NA
