"","Title","LCCN","Start_Date","End_Date","Town","State"
"1889","The Las Vegas weekly optic and stock grower.","sn92070422",1898-03-05,1902-07-19,"Las Vegas","New Mexico"
"1890","The Lincoln County leader.","sn87090072",1882-10-21,1892-12-31,"White Oaks","New Mexico"
"1891","The Lovington leader.","sn94005878",1911-04-07,1917-06-08,"Lovington","New Mexico"
"1892","The Mesilla Valley independent.","sn87090075",1877-08-04,1879-07-26,"Mesilla","New Mexico"
"1893","The morning journal.","sn84020617",1885-01-01,1885-02-28,"Albuquerque","New Mexico"
"1894","The morning news.","sn92070567",1911-04-04,1912-01-14,"Estancia","New Mexico"
"1895","The Mountainair independent.","sn93061704",1916-09-28,1920-12-30,"Mountainair","New Mexico"
"1896","New Mexico state record.","sn93061701",1916-07-14,1921-12-30,"Santa Fe","New Mexico"
"1897","Las Nuevas de la Estancia.","sn93061467",1904-10-21,1908-04-03,"Estancia","New Mexico"
"1898","El Nuevo mexicano.","sn94056869",1900-01-06,1922-09-28,"Santa Fe","New Mexico"
"1899","The old Abe eagle.","sn93061407",1891-11-20,1895-07-11,"White Oaks","New Mexico"
"1900","Red River prospector.","sn92070553",1901-04-25,1907-08-01,"Red River","New Mexico"
"1901","La Revista de Taos and the Taos cresset.","sn93061743",1905-01-21,1905-11-04,"Taos","New Mexico"
"1902","La revista de Taos and the Taos Valley news.","sn94056834",1905-01-07,1905-01-14,"Taos","New Mexico"
"1903","La revista de Taos.","sn83045398",1905-11-11,1922-10-06,"Taos","New Mexico"
"1904","Rio Grande republican.","sn87090080",1888-11-03,1890-12-13,"Las Cruces","New Mexico"
"1905","The Roswell daily record.","sn86063823",1903-09-01,1910-06-30,"Roswell","New Mexico"
"1906","The rustler.","sn92072386",1891-07-24,1891-12-25,"Cerrillos","New Mexico"
"1907","The San Juan County index.","sn92070446",1890-07-24,1912-10-18,"Aztec","New Mexico"
"1908","The San Juan times.","sn86063590",1895-07-19,1899-05-26,"Farmington","New Mexico"
"1909","Santa Fe daily New Mexican.","sn84020631",1889-01-02,1897-12-31,"Santa Fe","New Mexico"
"1910","Santa Fe gazette.","sn88071076",1860-07-03,1864-09-17,"Santa Fe","New Mexico"
"1911","Santa Fe new Mexican.","sn84020630",1898-01-03,1913-12-31,"Santa Fe","New Mexico"
"1912","Santa Fe weekly gazette.","sn88071075",1855-03-03,1858-12-25,"Santa Fe","New Mexico"
"1913","The Santa Fe weekly gazette. [volume] (Santa Fe, N.M.T.","sn84022165",1852-11-06,1854-07-15,"Santa Fe","New Mexico"
"1914","Santa Fe weekly gazette.","sn84022168",1864-09-24,1869-09-25,"Santa Fe","New Mexico"
"1915","Sierra County advocate.","sn94057006",1885-01-10,1917-12-28,"Kingston","New Mexico"
"1916","The Socorro chieftain.","sn92070455",1884-05-29,1888-09-11,"Socorro","New Mexico"
"1917","The Socorro chieftain.","sn86090503",1902-01-04,1908-12-26,"Socorro","New Mexico"
"1918","Southwest-sentinel.","sn86090456",1892-07-05,1896-05-19,"Silver City","New Mexico"
"1919","The Spanish American.","sn92061524",1905-02-06,1922-12-30,"Roy","New Mexico"
"1920","Taiban Valley news.","sn94057002",1917-06-15,1921-12-30,"Taiban","New Mexico"
"1921","The Tucumcari news and Tucumcari times.","sn93061711",1907-01-04,1919-12-27,"Tucumcari","New Mexico"
"1922","The Tucumcari news.","sn93061709",1905-10-28,1907-01-12,"Tucumcari","New Mexico"
"1923","La voz del pueblo.","sn83045436",1891-01-03,1919-12-27,"Santa Fe","New Mexico"
"1924","Western liberal.","sn92070405",1889-01-04,1918-06-28,"Lordsburg","New Mexico"
"1925","White Oaks eagle.","sn87090065",1895-07-18,1903-08-06,"White Oaks","New Mexico"
"1926","White Oaks golden era.","sn93061641",1883-12-13,1884-07-03,"White Oaks","New Mexico"
"1927","The evening world.","sn83030193",1887-10-10,1922-12-30,"New York","New York"
"1929","The herald.","sn83030311",1836-01-01,1837-05-20,"New York","New York"
"1930","Morning herald.","sn83030312",1837-05-22,1842-02-08,"New York","New York"
"1931","The New York herald.","sn83045774",1920-10-01,1922-12-31,"New York","New York"
"1932","The New York herald.","sn83030313",1842-01-01,1920-01-31,"New York","New York"
"1933","New-York daily tribune.","sn83030213",1842-04-22,1866-04-09,"New-York","New York"
"1934","New-York tribune.","sn83030212",1841-04-10,1842-04-21,"New-York","New York"
"1935","New-York tribune.","sn83030214",1866-04-10,1922-12-31,"New York","New York"
"1937","The Sun and New York press.","sn83030430",1916-07-03,1916-07-30,"New York","New York"
"1938","The Sun and the New York herald.","sn83030273",1920-02-01,1920-09-30,"New York","New York"
"1939","The sun.","sn83030272",1859-10-01,1916-07-02,"New York","New York"
"1940","The sun.","sn83030431",1916-07-31,1920-01-31,"New York","New York"
"1941","Sunday dispatch.","sn83030362",1852-03-14,1852-04-18,"New York","New York"
"1943","The weekly sun.","sn99066040",1861-07-13,1865-12-30,"New York","New York"
"1945","The Asheville citizen.","sn84020682",1885-04-21,1889-01-19,"Asheville","North Carolina"
"1946","Asheville daily citizen.","sn91068076",1890-04-01,1894-12-31,"Asheville","North Carolina"
"1947","The banner-enterprise.","sn87070090",1883-04-19,1884-08-09,"Wilmington","North Carolina"
"1948","The Burke County news.","sn91068499",1899-01-13,1900-12-28,"Morganton","North Carolina"
"1949","Carolina watchman.","sn84026488",1904-01-04,1937-01-29,"Salisbury","North Carolina"
"1950","The Caucasian.","sn91068245",1889-02-28,1913-05-15,"Clinton","North Carolina"
"1951","The Charlotte Democrat.","sn91068247",1887-07-15,1897-10-07,"Charlotte","North Carolina"
"1952","The Charlotte Democrat.","sn84020713",1870-12-22,1881-09-30,"Charlotte","North Carolina"
"1953","Charlotte home and Democrat.","sn84020714",1881-10-07,1887-07-08,"Charlotte","North Carolina"
"1954","The Charlotte journal.","sn84020716",1836-01-01,1851-12-17,"Charlotte","North Carolina"
"1955","Cherokee scout.","sn83004710",1890-10-21,1917-08-17,"Murphy","North Carolina"
"1956","The commonwealth.","sn92073908",1896-06-18,1922-12-28,"Scotland Neck","North Carolina"
"1957","The commonwealth.","sn92073906",1882-08-03,1883-10-04,"Scotland Neck","North Carolina"
"1958","The daily Caucasian.","sn91068236",1895-01-15,1895-03-14,"Raleigh","North Carolina"
"1959","The daily citizen.","sn91068075",1889-08-01,1890-03-31,"Asheville","North Carolina"
"1960","The daily confederate.","sn83025813",1864-01-26,1865-04-11,"Raleigh","North Carolina"
"1961","The daily independent.","sn91068099",1936-08-31,1937-08-13,"Elizabeth City","North Carolina"
"1962","The daily record.","sn88063132",1952-04-01,1956-02-29,"Dunn","North Carolina"
"1963","The daily state chronicle.","sn92072977",1890-03-06,1891-05-31,"Raleigh","North Carolina"
"1964","The daily times.","sn92073954",1918-06-07,1922-03-08,"Wilson","North Carolina"
"1965","The Democrat.","sn92073907",1885-02-19,1896-06-11,"Scotland Neck","North Carolina"
"1966","The Durham daily globe.","sn91068305",1889-10-06,1894-11-12,"Durham","North Carolina"
"1967","Durham daily recorder.","sn91068345",1886-05-07,1887-11-26,"Durham","North Carolina"
"1968","The Durham recorder.","sn84020731",1879-07-02,1911-12-29,"Durham","North Carolina"
"1969","Durham recorder.","2016236632",1887-12-03,1888-02-29,"Durham","North Carolina"
"1970","The enquirer southerner.","sn92073987",1874-01-02,1875-01-22,"Tarboro&#39;","North Carolina"
"1971","The farmer and mechanic.","sn85042098",1877-11-08,1885-06-24,"Raleigh","North Carolina"
"1972","The farmer and mechanic.","sn99061556",1897-10-05,1915-11-02,"Raleigh","North Carolina"
"1973","Fisherman & farmer.","sn91068084",1887-12-16,1901-12-26,"Edenton","North Carolina"
"1974","The fool-killer.","sn91068504",1919-08-01,1922-11-01,"Boomer","North Carolina"
"1975","The fool-killer.","sn91068502",1910-01-01,1917-07-01,"Moravian Falls","North Carolina"
"1976","The free press.","sn92061679",1898-11-18,1905-07-14,"Southern Pines","North Carolina"
"1977","French Broad hustler and Western Carolina Democrat.","sn91068160",1916-01-06,1916-08-03,"Hendersonville","North Carolina"
"1978","The French Broad hustler.","sn91068158",1905-01-05,1911-12-28,"Hendersonville","North Carolina"
"1979","French Broad hustler.","sn91068161",1916-08-17,1919-07-31,"Hendersonville","North Carolina"
"1980","The gazette.","sn83027097",1891-10-24,1898-02-19,"Raleigh","North Carolina"
"1981","The gold leaf.","sn91068402",1882-06-08,1911-04-13,"Henderson","North Carolina"
"1982","Goldsboro semi-weekly argus.","sn91068341",1909-03-17,1909-12-22,"Goldsboro","North Carolina"
"1983","The Goldsboro star.","sn91068338",1881-05-28,1882-07-22,"Goldsboro","North Carolina"
"1984","Goldsboro weekly argus.","sn84020751",1892-04-14,1909-03-11,"Goldsboro","North Carolina"
"1985","Goldsboro weekly argus.","sn95072297",1914-01-01,1915-12-23,"Goldsboro","North Carolina"
"1986","Good news.","sn91068503",1917-08-01,1919-07-01,"Boomer","North Carolina"
"1987","Henderson daily dispatch.","sn91068401",1940-01-01,1946-12-31,"Henderson","North Carolina"
"1988","Henderson gold leaf.","sn91068403",1911-04-20,1911-12-28,"Henderson","North Carolina"
"1989","The herald of the Twin Cities, Roanoke Rapids, Rosemary.","2017236973",1929-06-13,1931-06-18,"Roanoke Rapids","North Carolina"
"1990","Hickory daily record.","sn91068423",1915-09-11,1922-12-30,"Hickory","North Carolina"
"1991","Hillsboro recorder.","sn91068347",1887-08-11,1888-08-02,"Hillsboro","North Carolina"
"1992","The Hillsborough recorder.","sn84026472",1820-03-01,1879-03-05,"Hillsborough","North Carolina"
"1993","The independent.","sn83025812",1919-01-10,1936-09-04,"Elizabeth City","North Carolina"
"1994","Jackson County journal.","sn91068765",1913-01-03,1919-12-19,"Sylva","North Carolina"
"1995","Journal of freedom.","sn88074095",1865-09-30,1865-10-28,"Raleigh","North Carolina"
"1996","The journal of industry.","sn92072981",1879-04-01,1880-10-09,"Raleigh","North Carolina"
"1997","The Lincoln times.","sn93065779",1935-06-20,1955-04-28,"Lincolnton","North Carolina"
"1998","Marion progress.","sn91068695",1930-01-02,1949-12-29,"Marion","North Carolina"
"1999","The Monroe journal.","sn91068476",1903-03-17,1922-12-29,"Monroe","North Carolina"
"2000","Newbern progress.","sn84026546",1863-01-21,1863-02-04,"Newbern","North Carolina"
"2001","Newbern weekly progress.","sn84026547",1858-10-28,1863-01-17,"Newbern","North Carolina"
"2002","The news and views.","sn92074061",1950-01-03,1952-06-30,"Jacksonville","North Carolina"
"2003","North Carolina gazette.","sn92073076",1885-09-26,1885-09-26,"Raleigh","North Carolina"
"2004","North Carolina Republican.","sn85038643",1880-03-19,1880-11-12,"Raleigh","North Carolina"
"2005","North Carolina standard.","sn84024517",1850-11-02,1852-01-03,"Raleigh","North Carolina"
"2006","The North-Carolina standard.","sn85042147",1836-01-07,1850-10-23,"Raleigh","North Carolina"
"2007","The North-Carolinian.","sn84020750",1839-03-09,1861-04-27,"Fayetteville","North Carolina"
"2008","Old Fort news.","2017236972",1930-01-02,1931-09-17,"Old Fort","North Carolina"
"2009","The Onslow County news and views.","sn92074060",1942-11-13,1945-12-25,"Jacksonville","North Carolina"
"2010","Orange County observer.","sn85042052",1880-10-23,1916-05-11,"Hillsborough","North Carolina"
"2011","Our living and our dead ; or, Testimony from the battlefields.","sn84026637",1873-07-02,1873-08-27,"Newbern","North Carolina"
"2012","Our living and our dead.","sn84026636",1873-09-03,1874-08-05,"Newbern","North Carolina"
"2013","The progressive farmer and the cotton plant.","sn92073050",1904-09-27,1905-09-26,"Raleigh","North Carolina"
"2014","The progressive farmer.","sn92073049",1886-02-10,1904-09-20,"Winston","North Carolina"
"2015","The review.","sn91068415",1910-10-22,1921-12-22,"High Point","North Carolina"
"2016","Roanoke Rapids daily herald.","sn91068749",1948-09-13,1948-12-31,"Roanoke Rapids","North Carolina"
"2017","Roanoke Rapids herald.","sn91068748",1914-05-01,1924-02-15,"Roanoke Rapids","North Carolina"
"2018","Roanoke Rapids herald.","2017236974",1931-06-23,1948-09-09,"Roanoke Rapids","North Carolina"
"2019","The Robesonian.","sn84026483",1872-06-20,1918-12-30,"Lumberton","North Carolina"
"2020","Rockingham post-dispatch.","sn91068736",1917-12-06,1922-12-29,"Rockingham","North Carolina"
"2021","The semi-weekly fisherman & farmer.","sn91068083",1887-08-23,1887-12-09,"Edenton","North Carolina"
"2022","The semi-weekly messenger.","sn91068367",1897-03-04,1908-04-07,"Wilmington","North Carolina"
"2023","Semi-weekly North-Carolina standard.","sn84024518",1852-01-07,1853-07-27,"Raleigh","North Carolina"
"2024","Semi-weekly standard.","sn83045450",1853-07-30,1865-03-24,"Raleigh","North Carolina"
"2025","The southerner.","sn90052434",1852-01-03,1867-08-29,"N.C.)","North Carolina"
"2026","Spirit of the age.","sn84026561",1850-08-23,1865-02-04,"Raleigh","North Carolina"
"2027","The state chronicle.","sn91090200",1883-09-15,1892-11-01,"Raleigh","North Carolina"
"2028","The state chronicle.","sn92072978",1891-06-02,1893-06-30,"Raleigh","North Carolina"
"2029","Die Suedliche post.","sn91068333",1869-10-01,1869-11-27,"Goldsboro","North Carolina"
"2030","The sun.","sn91068129",1883-09-26,1885-04-29,"Fayetteville","North Carolina"
"2031","Tabor City tribune.","sn91068761",1946-07-05,1963-12-25,"Tabor City","North Carolina"
"2032","Tarboro' press.","sn85042204",1848-01-08,1851-12-20,"Edgecombe Co.","North Carolina"
"2033","The Tarboro' southerner.","sn84026522",1867-09-05,1873-11-06,"Tarboro&#39;","North Carolina"
"2034","The Tarborough southerner.","sn85042205",1875-01-29,1876-12-22,"Tarboro&#39;","North Carolina"
"2035","The times-news.","sn86063811",1933-01-02,1938-12-31,"Hendersonville","North Carolina"
"2036","The tri-weekly standard.","sn85042146",1866-03-20,1868-07-11,"Raleigh","North Carolina"
"2037","Watauga Democrat.","sn82007642",1888-08-22,1922-12-28,"Boone","North Carolina"
"2038","The weekly Caucasian.","sn91068244",1884-03-13,1888-03-01,"Clinton","North Carolina"
"2039","Weekly confederate.","sn86077149",1864-02-10,1865-03-15,"Raleigh","North Carolina"
"2040","The weekly intelligencer.","sn91068137",1864-02-10,1865-02-08,"Fayetteville","North Carolina"
"2041","Weekly North Carolina standard.","sn84045030",1850-10-30,1858-11-10,"Raleigh","North Carolina"
"2042","The weekly North-Carolina standard.","sn85042148",1866-01-03,1869-08-18,"Raleigh","North Carolina"
"2043","The weekly sentinel.","sn92073231",1886-05-06,1887-07-07,"Winston-Salem","North Carolina"
"2044","The weekly standard.","sn87070095",1869-08-25,1870-12-28,"Raleigh","North Carolina"
"2045","Weekly standard.","sn83045706",1858-11-17,1865-04-05,"Raleigh","North Carolina"
"2046","Western Carolina Democrat and French Broad hustler.","sn91068159",1913-01-02,1915-12-23,"Hendersonville","North Carolina"
"2047","The western Democrat.","sn84020712",1853-01-28,1868-12-29,"Charlotte","North Carolina"
"2048","Western sentinel.","sn84026526",1857-01-23,1886-04-29,"Winston","North Carolina"
"2049","The western sentinel.","sn92073232",1887-07-14,1920-05-25,"Winston-Salem","North Carolina"
"2050","Wilmington journal.","sn84026536",1844-09-21,1876-10-27,"Wilmington","North Carolina"
"2051","The Wilmington morning star.","sn78002169",1940-01-01,1947-12-31,"Wilmington","North Carolina"
"2052","The Wilson times.","sn92073953",1896-02-21,1922-03-24,"Wilson","North Carolina"
"2053","The Bad Lands cow boy.","sn84024777",1884-02-07,1886-12-23,"Little Missouri","North Dakota"
"2054","Bismarck daily tribune.","sn85042242",1884-03-24,1916-11-20,"Bismarck","North Dakota"
"2055","Bismarck tri-weekly tribune. [volume] (Bismarck, D.T.","sn84022128",1877-06-04,1878-04-09,"Bismarck","North Dakota"
"2056","The Bismarck tribune. [volume] (Bismarck, D.T.","sn84022127",1873-07-11,1875-11-03,"Bismarck","North Dakota"
"2057","The Bismarck tribune.","sn85042243",1916-11-21,1937-12-31,"Bismarck","North Dakota"
"2058","Bismarck tribune. [volume] (Bismarck, D.T.","sn85042331",1878-10-09,1884-05-30,"Bismarck","North Dakota"
"2059","Bismarck weekly tribune.","sn85042588",1884-06-06,1911-09-15,"Bismarck","North Dakota"
"2060","Bismarck weekly tribune. [volume] (Bismarck, D.T.","sn84022129",1875-11-13,1878-10-02,"Bismarck","North Dakota"
"2061","The Bottineau courant.","sn88076086",1895-05-04,1922-12-28,"Bottineau","North Dakota"
"2062","The Bottineau pioneer.","sn88076679",1886-09-23,1895-04-27,"Bottineau","North Dakota"
"2063","The Bowbells tribune.","sn88076095",1899-12-01,1922-12-29,"Bowbells","North Dakota"
"2064","Cavalier County farmers press.","sn88076433",1920-04-22,1921-08-18,"Langdon","North Dakota"
"2065","The Cooperstown courier.","sn88076341",1902-05-22,1906-01-04,"Cooperstown","North Dakota"
"2066","Cooperstown courier.","sn88076993",1883-01-26,1884-12-26,"Cooperstown","North Dakota"
"2067","Courier Democrat.","sn88076432",1891-02-19,1920-04-15,"Langdon","North Dakota"
"2068","Devils Lake inter-ocean and Devils Lake free press.","sn88076515",1905-12-01,1909-08-06,"Devils Lake","North Dakota"
"2069","Devils Lake inter-ocean.","sn88076516",1909-08-13,1914-12-25,"Devils Lake","North Dakota"
"2070","Devils Lake inter-ocean.","sn88076514",1884-10-11,1905-11-24,"Devils Lake","North Dakota"
"2071","Devils Lake weekly world.","sn88076523",1911-06-30,1914-04-03,"Devils Lake","North Dakota"
"2072","The Devils Lake world and inter-ocean.","sn88076525",1915-01-28,1920-06-16,"Devils Lake","North Dakota"
"2073","The Devils Lake world.","sn88076526",1920-07-07,1922-12-27,"Devils Lake","North Dakota"
"2074","Devils Lake world.","sn88076524",1914-04-10,1915-01-21,"Devils Lake","North Dakota"
"2075","The Devils Lake world.","sn88076522",1911-01-06,1911-06-23,"Devils Lake","North Dakota"
"2076","The Dickinson press.","sn88076013",1883-04-21,1917-12-29,"Dickinson","North Dakota"
"2077","Emmons County record. [volume] (Williamsport, D.T.","sn87096040",1884-06-10,1922-12-28,"Williamsport","North Dakota"
"2078","The evening times.","sn85042373",1906-01-01,1914-03-28,"Grand Forks","North Dakota"
"2079","The Fargo forum and daily republican.","sn85042224",1903-10-07,1918-12-31,"Fargo","North Dakota"
"2080","Golden Valley chronicle.","sn89074109",1907-01-10,1916-12-15,"Beach","North Dakota"
"2081","Grand Forks daily herald and the evening times.","sn89074404",1914-03-30,1914-09-01,"Grand Forks","North Dakota"
"2082","Grand Forks daily herald.","sn89074405",1914-09-02,1916-06-30,"Grand Forks","North Dakota"
"2083","Grand Forks herald.","sn85042414",1916-07-01,1922-12-30,"Grand Forks","North Dakota"
"2084","Griggs County courier.","sn88076992",1885-01-02,1885-06-19,"Cooperstown","North Dakota"
"2085","Griggs courier.","sn88076998",1885-06-26,1902-05-15,"Cooperstown","North Dakota"
"2086","The Hope pioneer.","sn87096037",1883-04-27,1922-12-28,"Hope","North Dakota"
